,Tipo,Fecha de Apertura,Urgencia,Impacto,Prioridad,Cliente,Area,Categoria,Sub-Categoria,AÃ±o,Mes,Tiempo Total,Sector
288,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Aplicaciones Corporativas,2023,11,2.2,Financiero
289,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Aplicaciones Corporativas,2023,11,2.1,Financiero
290,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,2.92,Financiero
291,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Aplicaciones Corporativas,2023,11,2.57,Financiero
292,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,1.87,Financiero
293,Incidencia,2023-09,Mediana,Mediana,Mediana,Banplus International,Plataforma Distribuida,Administracion de Servidores,Aplicaciones de Servidor,2023,09,71.38,Financiero
294,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Aplicaciones de Escritorio,2023,11,1.75,Financiero
295,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Aplicaciones de Escritorio,2023,11,0.85,Financiero
296,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Impresoras y Escaner,2023,11,1.63,Financiero
297,Incidencia,2023-11,Alta,Alta,Alta,Banplus Venezuela,Telecomunicaciones,Telecomunicaciones,Manejo de Alertas de Firewalls / Switches / Routers,2023,11,0.12,Financiero
298,Incidencia,2023-11,Alta,Alta,Alta,Banplus Venezuela,Telecomunicaciones,Telecomunicaciones,Manejo de Alertas de Firewalls / Switches / Routers,2023,11,1.17,Financiero
299,Incidencia,2023-11,Alta,Alta,Alta,Banplus Venezuela,Telecomunicaciones,Telecomunicaciones,Manejo de Alertas de Firewalls / Switches / Routers,2023,11,0.13,Financiero
300,Requerimiento,2023-11,Alta,Mediana,Alta,Banplus Venezuela,Plataforma Distribuida,Administracion de Servidores,Manejo de Archivos,2023,11,0.08,Financiero
301,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Plataforma Distribuida,Administracion de Servidores,Implementaciones de Planes de Arranque,2023,11,1.18,Financiero
302,Incidencia,2023-11,Muy urgente,Muy urgente,Muy urgente,Banplus Venezuela,Plataforma Distribuida,Administracion de Servidores,Ciberseguridad DLC,2023,11,1.17,Financiero
303,Incidencia,2023-11,Muy urgente,Alta,Muy urgente,Banplus Venezuela,Plataforma Distribuida,Administracion de Servidores,Aplicaciones Corporativas,2023,11,0.65,Financiero
304,Incidencia,2023-11,Alta,Alta,Alta,Banplus Venezuela,Telecomunicaciones,Telecomunicaciones,Manejo de Alertas de Firewalls / Switches / Routers,2023,11,0.3,Financiero
305,Incidencia,2023-11,Muy urgente,Alta,Muy urgente,Banplus Venezuela,Plataforma Distribuida,Administracion de Servidores,Aplicaciones Corporativas,2023,11,3.73,Financiero
306,Incidencia,2023-11,Alta,Alta,Alta,Banplus Venezuela,Telecomunicaciones,Telecomunicaciones,Manejo de Alertas de Firewalls / Switches / Routers,2023,11,0.18,Financiero
307,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Aplicaciones Corporativas,2023,11,5.77,Financiero
308,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Impresoras y Escaner,2023,11,2.98,Financiero
309,Requerimiento,2023-11,Alta,Mediana,Alta,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Outlook (Escritorio),2023,11,2.13,Financiero
310,Requerimiento,2023-11,Mediana,Baja,Mediana,Banplus Venezuela,Plataforma Distribuida,Administracion de Servidores,Implementaciones de Planes de Arranque,2023,11,0.15,Financiero
311,Requerimiento,2023-11,Alta,Mediana,Alta,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Hardware,2023,11,1.75,Financiero
312,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,2.23,Financiero
313,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,1.77,Financiero
314,Requerimiento,2023-11,Mediana,Baja,Mediana,Banplus International,Plataforma Distribuida,Administracion de Servidores,Configuracion Servidores,2023,11,9.08,Financiero
315,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Aplicaciones Corporativas,2023,11,1.3,Financiero
316,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Aplicaciones Corporativas,2023,11,2.8,Financiero
317,Incidencia,2023-11,Alta,Alta,Alta,Banplus Venezuela,Telecomunicaciones,Telecomunicaciones,Manejo de Alertas de Firewalls / Switches / Routers,2023,11,0.18,Financiero
318,Incidencia,2023-11,Alta,Alta,Alta,Banplus Venezuela,Telecomunicaciones,Telecomunicaciones,Manejo de Alertas de Firewalls / Switches / Routers,2023,11,0.22,Financiero
319,Requerimiento,2023-11,Alta,Mediana,Alta,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Hardware,2023,11,1.15,Financiero
320,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,0.05,Financiero
321,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Aplicaciones de Escritorio,2023,11,3.77,Financiero
322,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,2.1,Financiero
323,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,3.23,Financiero
324,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,2.95,Financiero
325,Incidencia,2023-11,Alta,Alta,Alta,Banplus Venezuela,Telecomunicaciones,Telecomunicaciones,Manejo de Alertas de Firewalls / Switches / Routers,2023,11,0.22,Financiero
326,Requerimiento,2023-11,Mediana,Baja,Mediana,Banplus International,Plataforma Distribuida,Administracion de Servidores,Directorio Activo,2023,11,0.5,Financiero
327,Requerimiento,2023-11,Mediana,Mediana,Mediana,IUMO,Plataforma Distribuida,Administracion de Servidores,Aplicaciones de Servidor,2023,11,0.12,Servicios
328,Requerimiento,2023-11,Alta,Mediana,Alta,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Telefonia,2023,11,1.57,Financiero
329,Requerimiento,2023-11,Alta,Mediana,Alta,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Hardware,2023,11,1.75,Financiero
330,Requerimiento,2023-11,Alta,Mediana,Alta,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Hardware,2023,11,1.87,Financiero
331,Requerimiento,2023-11,Alta,Mediana,Alta,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Telefonia,2023,11,1.18,Financiero
332,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,0.97,Financiero
333,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,1.93,Financiero
334,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,1.72,Financiero
335,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Aplicaciones Corporativas,2023,11,15.33,Financiero
336,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,16.58,Financiero
337,Requerimiento,2023-11,Mediana,Baja,Mediana,Banplus Venezuela,Plataforma Distribuida,Administracion de Servidores,Implementaciones de Planes de Arranque,2023,11,1.7,Financiero
338,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Impresoras y Escaner,2023,11,1.55,Financiero
339,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,0.38,Financiero
340,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,1.2,Financiero
341,Requerimiento,2023-11,Alta,Mediana,Alta,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Telefonia,2023,11,1.05,Financiero
342,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Aplicaciones Corporativas,2023,11,0.45,Financiero
343,Incidencia,2023-11,Alta,Mediana,Alta,Banplus Venezuela,Plataforma Centralizada,Administracion Core Bancario (AS-400),Procesos,2023,11,49.02,Financiero
344,Requerimiento,2023-11,Mediana,Baja,Mediana,Banplus Venezuela,Plataforma Centralizada,Administracion Core Bancario (AS-400),Implementaciones de Planes de Arranque,2023,11,0.12,Financiero
345,Requerimiento,2023-11,Mediana,Mediana,Mediana,AMAGI,Plataforma Distribuida,Administracion de Servidores,Aplicaciones Corporativas,2023,11,0.48,Servicios
346,Requerimiento,2023-11,Alta,Muy urgente,Muy urgente,AMAGI,Plataforma Distribuida,Administracion de Servidores,Directorio Activo,2023,11,0.13,Servicios
347,Requerimiento,2023-11,Alta,Muy urgente,Muy urgente,AMAGI,Plataforma Distribuida,Administracion de Servidores,Directorio Activo,2023,11,0.22,Servicios
348,Requerimiento,2023-11,Mediana,Mediana,Mediana,IUMO,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,18.72,Servicios
349,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,0.38,Financiero
350,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,0.47,Financiero
351,Requerimiento,2023-11,Mediana,Mediana,Mediana,IUMO,Telecomunicaciones,Telecomunicaciones,Administracion de Redes,2023,11,0.22,Servicios
352,Requerimiento,2023-11,Mediana,Baja,Mediana,Banplus Venezuela,Plataforma Distribuida,Administracion de Servidores,Implementaciones de Planes de Arranque,2023,11,0.2,Financiero
353,Incidencia,2023-11,Alta,Alta,Alta,Banplus Venezuela,Telecomunicaciones,Telecomunicaciones,Manejo de Alertas de Firewalls / Switches / Routers,2023,11,0.05,Financiero
354,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus International,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,0.33,Financiero
355,Incidencia,2023-11,Alta,Alta,Alta,Banplus Venezuela,Telecomunicaciones,Telecomunicaciones,Manejo de Alertas de Firewalls / Switches / Routers,2023,11,0.18,Financiero
356,Incidencia,2023-11,Alta,Alta,Alta,Banplus Venezuela,Telecomunicaciones,Telecomunicaciones,Manejo de Alertas de Firewalls / Switches / Routers,2023,11,0.07,Financiero
357,Incidencia,2023-11,Alta,Alta,Alta,Banplus Venezuela,Telecomunicaciones,Telecomunicaciones,Manejo de Alertas de Firewalls / Switches / Routers,2023,11,0.53,Financiero
358,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,2.23,Financiero
359,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Aplicaciones Corporativas,2023,11,2.18,Financiero
360,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,3.95,Financiero
361,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,4.95,Financiero
362,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,2.78,Financiero
364,Incidencia,2023-11,Alta,Alta,Alta,Banplus Venezuela,Telecomunicaciones,Telecomunicaciones,Manejo de Alertas de Firewalls / Switches / Routers,2023,11,0.12,Financiero
365,Requerimiento,2023-11,Mediana,Baja,Mediana,Banplus International,Plataforma Distribuida,Administracion de Servidores,Comparticion de carpetas,2023,11,0.22,Financiero
366,Requerimiento,2023-11,Mediana,Baja,Mediana,Banplus Venezuela,Plataforma Distribuida,Administracion de Servidores,Implementaciones de Planes de Arranque,2023,11,0.67,Financiero
367,Incidencia,2023-11,Alta,Mediana,Alta,Banplus International,Telecomunicaciones,Telecomunicaciones,Manejo de Alertas de Firewalls / Switches / Routers,2023,11,1.43,Financiero
368,Incidencia,2023-11,Alta,Alta,Alta,Banplus Venezuela,Telecomunicaciones,Telecomunicaciones,Manejo de Alertas de Firewalls / Switches / Routers,2023,11,0.07,Financiero
369,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,1.45,Financiero
370,Requerimiento,2023-11,Alta,Mediana,Alta,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Hardware,2023,11,4.28,Financiero
371,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,3.82,Financiero
372,Requerimiento,2023-11,Alta,Mediana,Alta,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Hardware,2023,11,3.38,Financiero
373,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,2.78,Financiero
374,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,4.95,Financiero
375,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Aplicaciones de Escritorio,2023,11,4.4,Financiero
376,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Bases de Datos,Administracion de Base de Datos,Administracion de Instancias,2023,11,5.95,Financiero
377,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Aplicaciones de Escritorio,2023,11,0.58,Financiero
378,Incidencia,2023-11,Alta,Alta,Alta,Banplus Venezuela,Telecomunicaciones,Telecomunicaciones,Manejo de Alertas de Firewalls / Switches / Routers,2023,11,0.22,Financiero
379,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Aplicaciones Corporativas,2023,11,4.98,Financiero
380,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,6.15,Financiero
381,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Protocolos de Usuarios,2023,11,5.93,Financiero
382,Incidencia,2023-11,Muy urgente,Muy urgente,Muy urgente,Banplus Venezuela,Plataforma Distribuida,Administracion de Servidores,Ciberseguridad DLC,2023,11,0.92,Financiero
383,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Aplicaciones Corporativas,2023,11,5.17,Financiero
384,Requerimiento,2023-11,Alta,Mediana,Alta,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Hardware,2023,11,5.1,Financiero
385,Requerimiento,2023-11,Alta,Mediana,Alta,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Outlook (Escritorio),2023,11,5.32,Financiero
386,Incidencia,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Bases de Datos,Administracion de Servidores,Aplicaciones Corporativas,2023,11,6.6,Financiero
387,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,8.8,Financiero
388,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,3.63,Financiero
389,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,3.72,Financiero
390,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,2.62,Financiero
391,Incidencia,2023-11,Alta,Alta,Alta,Banplus Venezuela,Telecomunicaciones,Telecomunicaciones,Manejo de Alertas de Firewalls / Switches / Routers,2023,11,0.1,Financiero
392,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,1.43,Financiero
393,Incidencia,2023-11,Alta,Alta,Alta,Banplus Venezuela,Telecomunicaciones,Telecomunicaciones,Manejo de Alertas de Firewalls / Switches / Routers,2023,11,0.08,Financiero
394,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Bases de Datos,Administracion de Base de Datos,Administracion de Instancias,2023,11,1.25,Financiero
395,Requerimiento,2023-11,Mediana,Mediana,Mediana,AMAGI,Plataforma Distribuida,Administracion de Servidores,Configuracion Servidores,2023,11,1.18,Servicios
396,Incidencia,2023-11,Muy urgente,Alta,Muy urgente,Banplus Venezuela,Plataforma Distribuida,Administracion de Servidores,Aplicaciones Corporativas,2023,11,0.5,Financiero
397,Requerimiento,2023-11,Mediana,Baja,Mediana,Banplus Venezuela,Plataforma Distribuida,Administracion de Servidores,Implementaciones de Planes de Arranque,2023,11,0.38,Financiero
398,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Bases de Datos,Administracion de Base de Datos,Administracion de Instancias,2023,11,1.15,Financiero
399,Incidencia,2023-11,Muy urgente,Muy urgente,Muy urgente,Banplus Venezuela,Plataforma Distribuida,Administracion de Servidores,Ciberseguridad DLC,2023,11,0.72,Financiero
400,Incidencia,2023-11,Alta,Alta,Alta,Banplus Venezuela,Telecomunicaciones,Telecomunicaciones,Manejo de Alertas de Firewalls / Switches / Routers,2023,11,0.1,Financiero
401,Requerimiento,2023-11,Alta,Mediana,Alta,AMAGI,Plataforma Distribuida,Administracion de Servidores,Directorio Activo,2023,11,0.98,Servicios
402,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Aplicaciones Corporativas,2023,11,2.2,Financiero
403,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Aplicaciones Corporativas,2023,11,2.73,Financiero
404,Requerimiento,2023-11,Alta,Mediana,Alta,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Hardware,2023,11,2.9,Financiero
405,Requerimiento,2023-11,Alta,Alta,Alta,Banplus International,Telecomunicaciones,Telecomunicaciones,Administracion de Redes,2023,11,2.57,Financiero
406,Requerimiento,2023-11,Mediana,Baja,Mediana,Banplus International,Plataforma Distribuida,Administracion de Servidores,Directorio Activo,2023,11,1.4,Financiero
407,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,0.17,Financiero
408,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,0.22,Financiero
409,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Aplicaciones Corporativas,2023,11,0.17,Financiero
410,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Aplicaciones Corporativas,2023,11,0.17,Financiero
411,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,0.23,Financiero
412,Incidencia,2023-11,Alta,Mediana,Alta,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Administracion de Servidores (Agencias),2023,11,0.65,Financiero
413,Incidencia,2023-11,Alta,Mediana,Alta,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Administracion de Servidores (Agencias),2023,11,0.75,Financiero
414,Incidencia,2023-11,Alta,Mediana,Alta,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Administracion de Servidores (Agencias),2023,11,0.57,Financiero
415,Requerimiento,2023-11,Alta,Mediana,Alta,Banplus Venezuela,Plataforma Distribuida,Administracion de Servidores,Aplicaciones Corporativas,2023,11,1.17,Financiero
416,Requerimiento,2023-11,Mediana,Baja,Mediana,Banplus Venezuela,Plataforma Distribuida,Administracion de Servidores,Implementaciones de Planes de Arranque,2023,11,0.18,Financiero
417,Requerimiento,2023-11,Alta,Mediana,Alta,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Telefonia,2023,11,2.33,Financiero
418,Requerimiento,2023-11,Alta,Mediana,Alta,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Telefonia,2023,11,2.3,Financiero
419,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Protocolos de Usuarios,2023,11,1.55,Financiero
420,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,4.85,Financiero
421,Requerimiento,2023-11,Mediana,Mediana,Mediana,IUMO,Plataforma Distribuida,Administracion de Servidores,Aplicaciones de Servidor,2023,11,1.42,Servicios
422,Requerimiento,2023-11,Alta,Alta,Alta,AMAGI,Telecomunicaciones,Telecomunicaciones,Administracion de Redes,2023,11,0.4,Servicios
423,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,4.43,Financiero
424,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Aplicaciones de Escritorio,2023,11,0.72,Financiero
425,Requerimiento,2023-11,Mediana,Mediana,Mediana,IUMO,Soporte Tecnico,Estaciones de Trabajo,Impresoras y Escaner,2023,11,2.08,Servicios
426,Incidencia,2023-11,Alta,Alta,Alta,Banplus Venezuela,Telecomunicaciones,Telecomunicaciones,Manejo de Alertas de Firewalls / Switches / Routers,2023,11,0.1,Financiero
427,Requerimiento,2023-11,Alta,Mediana,Alta,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Telefonia,2023,11,3.17,Financiero
428,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,4.63,Financiero
429,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,3.05,Financiero
430,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Impresoras y Escaner,2023,11,2.5,Financiero
